"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.11",0.1,"11/10/2015"," 2:22 PM","b1_male_aehplus_muscle_fluency_grip_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/Handgrip/b1_male_aehplus_muscle_fluency_grip_verbalfluencytest.out","ilse","b1","male","aehplus","grip","verbalfluencytest",252,3,NA,37,-4474.551,9023.102,9153.691,9036.395,9036.24218691589,TRUE,TRUE,NA,0,9.483,13.276,0.714,0.475,0.038,0.152,0.253,0.801,-0.563,1.245,-0.452,0.651,0.031,1.574,0.02,0.984,13.286,4.997,2.659,0.008,358.952,52.216,6.874,0,1.516,1.022,1.483,0.138,-22.703,6.409,-3.542,0,176.464,17.903,9.857,0,46.18,8.394,5.501,0,0.026,0.075,0.346,0.729,0.639,0.523,1.223,0.222,23.065,2.461,9.373,0,95.038,12.776,7.439,0,-2.831,1.541,-1.837,0.066,23.804,4.664,5.104,0,-0.077,0.459,-0.167,0.867,0.074,0.102,0.726,0.468,0.194,0.764,0.254,0.799,0.208,0.074,2.808,0.005,0.963,1.659,0.58,0.562,-0.067,0.203,-0.333,0.739,-0.324,0.655,-0.495,0.621,0.009,0.064,0.14,0.889,0.981,3.613,0.272,0.786,0.038,0.514,0.073,0.941,5.434,1.199,4.53,0,0.003,0.119,0.027,0.979,0.636,0.267,2.384,0.017,-0.043,0.035,-1.251,0.211,0.154,0.094,1.638,0.101,-0.008,0.009,-0.893,0.372,-3.469,3.651,-0.95,0.342,0.599,0.467,1.281,0.2,-0.524,1.289,-0.407,0.684,-0.042,0.123,-0.341,0.733,-2.536,3.694,-0.686,0.492,0.569,0.473,1.203,0.229,0.511,1.244,0.411,0.681,0.106,0.134,0.792,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"11/10/2015"," 2:23 PM","b1_male_aehplus_muscle_knowledge_grip_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/Handgrip/b1_male_aehplus_muscle_knowledge_grip_waisgeneralknowledge.out","ilse","b1","male","aehplus","grip","waisgeneralknowledge",252,3,NA,37,-3903.702,7881.405,8011.994,7894.698,7894.54518691589,TRUE,TRUE,NA,0,7.82,6.863,1.139,0.255,0.015,0.065,0.23,0.818,-0.236,0.552,-0.428,0.668,-0.076,0.893,-0.086,0.932,-0.871,1.913,-0.455,0.649,358.276,52.997,6.76,0,1.512,1.023,1.478,0.139,-22.654,6.435,-3.52,0,176.797,17.829,9.916,0,11.396,1.502,7.586,0,0.003,0.008,0.357,0.721,0.021,0.074,0.283,0.777,2.942,0.255,11.555,0,94.551,13.162,7.184,0,-2.639,1.614,-1.635,0.102,14.293,2.142,6.673,0,0.035,0.18,0.192,0.848,0.122,0.106,1.15,0.25,0.232,1.109,0.209,0.834,-0.038,0.083,-0.459,0.646,0.889,1.673,0.532,0.595,-0.039,0.212,-0.186,0.853,-0.242,0.305,-0.794,0.427,0.007,0.025,0.263,0.793,1.024,3.472,0.295,0.768,0.024,0.506,0.048,0.962,3.462,0.677,5.116,0,-0.06,0.047,-1.274,0.203,0.629,0.261,2.406,0.016,-0.043,0.036,-1.182,0.237,0.018,0.039,0.459,0.646,0.004,0.003,1.066,0.286,-3.379,3.802,-0.889,0.374,0.586,0.483,1.213,0.225,-0.329,0.576,-0.571,0.568,0.029,0.041,0.707,0.479,-2.703,3.795,-0.712,0.476,0.601,0.492,1.222,0.222,0.728,0.552,1.319,0.187,-0.056,0.043,-1.302,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"11/10/2015"," 2:36 PM","b1_male_aehplus_muscle_reasoning_grip_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/Handgrip/b1_male_aehplus_muscle_reasoning_grip_lpsspatialability.out","ilse","b1","male","aehplus","grip","lpsspatialability",252,3,NA,37,-4241.192,8556.385,8686.974,8569.678,8569.52518691589,TRUE,TRUE,NA,0,18.414,9.769,1.885,0.059,0.166,0.135,1.23,0.219,-1.506,1.094,-1.377,0.169,-0.733,1.495,-0.49,0.624,-1.59,2.612,-0.609,0.543,361.655,52.57,6.879,0,1.666,1.037,1.606,0.108,-23.54,6.378,-3.691,0,175.079,18.094,9.676,0,27.625,3.753,7.361,0,0.098,0.022,4.375,0,-0.194,0.28,-0.694,0.488,7.97,0.639,12.473,0,94.866,12.431,7.632,0,-2.819,1.57,-1.795,0.073,21.608,3.189,6.775,0,-0.761,0.323,-2.355,0.019,0.184,0.098,1.884,0.06,0.413,0.33,1.251,0.211,-0.043,0.07,-0.606,0.544,0.946,1.59,0.595,0.552,-0.066,0.211,-0.311,0.755,0.049,0.453,0.107,0.915,-0.065,0.047,-1.388,0.165,0.982,3.548,0.277,0.782,0.035,0.487,0.073,0.942,3.467,0.901,3.85,0,-0.064,0.105,-0.607,0.544,0.634,0.258,2.46,0.014,-0.045,0.035,-1.288,0.198,0.082,0.067,1.226,0.22,0.008,0.008,0.949,0.343,-3.311,3.751,-0.883,0.377,0.588,0.472,1.246,0.213,-0.191,0.903,-0.211,0.833,0.122,0.086,1.421,0.155,-2.664,3.749,-0.711,0.477,0.567,0.508,1.117,0.264,-0.411,0.85,-0.483,0.629,0.035,0.103,0.342,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"11/10/2015"," 2:27 PM","b1_male_aehplus_muscle_reasoning_grip_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/Handgrip/b1_male_aehplus_muscle_reasoning_grip_waispicturecompletion.out","ilse","b1","male","aehplus","grip","waispicturecompletion",252,3,NA,37,-3916.853,7907.706,8038.295,7921,7920.84618691589,TRUE,TRUE,NA,0,11.619,6.445,1.803,0.071,0.079,0.099,0.796,0.426,-0.8,0.783,-1.023,0.306,-0.374,0.746,-0.502,0.616,4.113,2.567,1.602,0.109,360.663,53.386,6.756,0,1.629,1.083,1.505,0.132,-23.201,6.619,-3.505,0,174.937,19.449,8.995,0,7.465,1.09,6.852,0,0.021,0.01,2.018,0.044,-0.018,0.096,-0.183,0.855,3.874,0.374,10.353,0,94.47,12.652,7.467,0,-2.704,1.575,-1.717,0.086,11.52,1.894,6.081,0,0.033,0.225,0.146,0.884,0.224,0.117,1.922,0.055,0.43,0.482,0.892,0.372,0.158,0.093,1.7,0.089,0.875,1.635,0.535,0.593,-0.046,0.21,-0.221,0.825,-0.007,0.261,-0.027,0.979,-0.007,0.031,-0.217,0.828,0.894,3.464,0.258,0.796,0.101,0.479,0.212,0.832,1.911,0.596,3.209,0.001,-0.068,0.055,-1.235,0.217,0.633,0.26,2.432,0.015,-0.047,0.034,-1.404,0.16,0.038,0.035,1.105,0.269,0.001,0.004,0.127,0.899,-3.448,3.779,-0.912,0.362,0.639,0.475,1.345,0.179,0.431,0.5,0.861,0.389,-0.068,0.06,-1.136,0.256,-2.539,3.836,-0.662,0.508,0.529,0.494,1.069,0.285,-0.19,0.484,-0.392,0.695,-0.045,0.053,-0.838,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"11/10/2015"," 2:30 PM","b1_male_aehplus_muscle_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/Handgrip/b1_male_aehplus_muscle_reasoning_nophysspec_waisblockdesign.out","ilse","b1","male","aehplus","nophysspec","waisblockdesign",252,3,NA,37,-4427.606,8929.213,9059.802,8942.506,8942.35318691589,TRUE,TRUE,NA,0,10.73,13.143,0.816,0.414,0.083,0.158,0.527,0.598,-1.239,1.198,-1.034,0.301,0.497,1.621,0.306,0.759,-5.237,4.406,-1.189,0.235,359.894,54.657,6.585,0,1.61,1.098,1.466,0.143,-23.306,6.748,-3.454,0.001,176.544,18.944,9.319,0,40.341,5.91,6.826,0,0.031,0.045,0.687,0.492,0.283,0.398,0.711,0.477,18.379,1.724,10.659,0,94.352,12.925,7.3,0,-2.699,1.558,-1.732,0.083,22.771,3.967,5.739,0,-0.75,0.429,-1.749,0.08,0.089,0.109,0.816,0.415,0.372,0.783,0.475,0.635,-0.092,0.076,-1.215,0.224,0.856,1.681,0.509,0.611,-0.044,0.211,-0.209,0.835,-0.419,0.551,-0.762,0.446,-0.067,0.058,-1.148,0.251,0.941,3.458,0.272,0.786,0.062,0.489,0.127,0.899,6.055,1.131,5.355,0,-0.209,0.104,-2.013,0.044,0.638,0.263,2.426,0.015,-0.046,0.034,-1.329,0.184,0.147,0.077,1.903,0.057,0,0.009,-0.041,0.968,-3.382,3.686,-0.917,0.359,0.591,0.465,1.27,0.204,-1.282,1.151,-1.114,0.265,0.047,0.11,0.429,0.668,-2.621,3.9,-0.672,0.502,0.523,0.519,1.007,0.314,-0.565,1.069,-0.529,0.597,-0.163,0.111,-1.47,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"11/10/2015"," 2:31 PM","b1_male_aehplus_muscle_speed_grip_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/Handgrip/b1_male_aehplus_muscle_speed_grip_digitsymbolsubstitutiontest.out","ilse","b1","male","aehplus","grip","digitsymbolsubstitutiontest",252,3,NA,37,-4504.423,9082.846,9213.435,9096.14,9095.98618691589,TRUE,TRUE,NA,0,-14.218,16.993,-0.837,0.403,-0.037,0.196,-0.191,0.849,0.943,1.435,0.657,0.511,3.613,2.244,1.61,0.107,3.395,4.136,0.821,0.412,363.297,53.058,6.847,0,1.715,1.068,1.605,0.108,-23.789,6.628,-3.589,0,173.978,18.175,9.572,0,86.643,10.38,8.347,0,0.176,0.059,2.959,0.003,-0.226,0.624,-0.362,0.717,15.554,1.373,11.331,0,94.64,12.738,7.43,0,-2.819,1.59,-1.772,0.076,37.535,5.556,6.756,0,0.016,0.524,0.031,0.976,-0.08,0.096,-0.831,0.406,-0.068,0.356,-0.191,0.848,0.065,0.078,0.834,0.404,0.904,1.649,0.548,0.584,-0.066,0.211,-0.313,0.754,-0.055,0.751,-0.073,0.941,0.058,0.069,0.836,0.403,0.995,3.477,0.286,0.775,0.075,0.505,0.149,0.881,8.777,1.471,5.965,0,-0.061,0.113,-0.54,0.589,0.636,0.263,2.414,0.016,-0.047,0.035,-1.355,0.175,0.19,0.102,1.867,0.062,-0.005,0.009,-0.514,0.608,-3.356,3.708,-0.905,0.365,0.531,0.468,1.135,0.256,0.1,1.545,0.064,0.949,-0.012,0.125,-0.096,0.924,-2.549,3.742,-0.681,0.496,0.528,0.521,1.014,0.311,-0.451,1.486,-0.303,0.762,-0.033,0.125,-0.266,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"10/19/2015"," 3:20 PM","b1_female_aeh_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/TUG/b1_female_aeh_tug_fluency_tug_verbalfluencytest.out","ilse","b1","female","aeh","tug","verbalfluencytest",226,3,NA,29,-2732.606,5523.211,5622.407,5530.499,5532.08855102041,TRUE,TRUE,NA,0,0.077,1.505,0.051,0.959,0.005,0.017,0.271,0.786,-0.163,0.157,-1.038,0.299,-0.102,0.19,-0.536,0.592,-0.725,0.67,-1.082,0.279,1.399,0.624,2.24,0.025,0.002,0.01,0.167,0.867,-0.034,0.072,-0.466,0.642,1.76,0.291,6.039,0,42.388,6.284,6.745,0,0.036,0.072,0.505,0.613,-0.224,0.558,-0.402,0.688,25.835,2.385,10.83,0,4.917,1.556,3.16,0.002,0.232,0.177,1.315,0.189,23.792,5.059,4.703,0,-0.223,0.482,-0.463,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.217,-0.738,0.46,0.006,0.024,0.259,0.796,-0.688,0.719,-0.958,0.338,-0.014,0.066,-0.216,0.829,-0.555,0.369,-1.504,0.133,0.051,0.054,0.946,0.344,6.374,1.286,4.957,0,0.097,0.119,0.811,0.417,0.002,0.027,0.058,0.954,0,0.003,0.078,0.938,-0.029,0.104,-0.28,0.779,0.008,0.009,0.874,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"10/19/2015"," 3:21 PM","b1_female_aeh_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/TUG/b1_female_aeh_tug_knowledge_tug_waisgeneralknowledge.out","ilse","b1","female","aeh","tug","waisgeneralknowledge",226,3,NA,29,-2221.475,4500.95,4600.146,4508.238,4509.82755102041,TRUE,TRUE,NA,0,0.119,0.761,0.157,0.875,0,0.005,-0.051,0.959,-0.068,0.058,-1.164,0.244,0.051,0.093,0.544,0.586,-0.046,0.228,-0.201,0.841,1.355,0.574,2.362,0.018,0.002,0.009,0.194,0.847,-0.029,0.064,-0.461,0.645,1.763,0.283,6.234,0,14.202,1.838,7.725,0,0.012,0.009,1.385,0.166,-0.102,0.108,-0.951,0.341,2.976,0.352,8.451,0,4.895,1.455,3.363,0.001,0.24,0.174,1.377,0.168,11.594,2.132,5.437,0,0.355,0.157,2.271,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.161,0.206,-0.779,0.436,0.008,0.024,0.322,0.748,-0.12,0.298,-0.404,0.687,0.043,0.022,1.967,0.049,-0.55,0.357,-1.54,0.124,0.056,0.053,1.067,0.286,4.172,0.668,6.25,0,-0.018,0.051,-0.354,0.723,0.002,0.025,0.067,0.946,0,0.003,0.057,0.954,0.046,0.045,1.021,0.307,0.002,0.003,0.634,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"10/19/2015"," 3:21 PM","b1_female_aeh_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/TUG/b1_female_aeh_tug_reasoning_tug_lpsspacialability.out","ilse","b1","female","aeh","tug","lpsspacialability",226,3,NA,29,-2545.899,5149.799,5248.994,5157.086,5158.67655102041,TRUE,TRUE,NA,0,0.011,1.094,0.01,0.992,-0.002,0.011,-0.139,0.889,0.033,0.087,0.376,0.707,-0.02,0.138,-0.143,0.886,-0.346,0.505,-0.685,0.493,1.355,0.641,2.114,0.034,0.001,0.01,0.15,0.881,-0.03,0.073,-0.415,0.678,1.78,0.306,5.825,0,30.228,4.33,6.981,0,0.015,0.028,0.518,0.604,0.057,0.285,0.198,0.843,11.399,0.876,13.013,0,4.895,1.609,3.042,0.002,0.235,0.184,1.277,0.201,10.124,3.663,2.764,0.006,0.021,0.289,0.072,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.221,-0.725,0.469,0.007,0.025,0.271,0.787,-1.227,0.509,-2.41,0.016,0.038,0.04,0.942,0.346,-0.549,0.366,-1.502,0.133,0.052,0.055,0.944,0.345,3.347,0.971,3.448,0.001,0.182,0.085,2.144,0.032,0.002,0.026,0.073,0.941,0,0.003,0.065,0.948,0.059,0.084,0.705,0.481,-0.016,0.006,-2.506,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"10/19/2015"," 3:22 PM","b1_female_aeh_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/TUG/b1_female_aeh_tug_reasoning_tug_waisblockdesign.out","ilse","b1","female","aeh","tug","waisblockdesign",226,3,NA,29,-2652.207,5362.414,5461.609,5369.701,5371.29155102041,TRUE,TRUE,NA,0,-0.277,1.285,-0.215,0.83,-0.003,0.014,-0.198,0.843,-0.056,0.112,-0.496,0.62,0.05,0.169,0.293,0.77,0.264,0.453,0.582,0.56,1.38,0.584,2.362,0.018,0.002,0.01,0.188,0.851,-0.033,0.065,-0.501,0.616,1.771,0.27,6.546,0,45.434,6.329,7.179,0,0.092,0.049,1.882,0.06,-0.483,0.365,-1.324,0.186,14.68,1.72,8.537,0,4.918,1.534,3.206,0.001,0.233,0.181,1.29,0.197,18.093,4.734,3.822,0,-0.184,0.413,-0.445,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.157,0.215,-0.73,0.465,0.006,0.025,0.255,0.798,-0.783,0.665,-1.178,0.239,0.015,0.057,0.264,0.792,-0.553,0.407,-1.358,0.174,0.054,0.054,1.009,0.313,5.189,1.127,4.607,0,-0.027,0.101,-0.264,0.792,0.001,0.026,0.052,0.958,0,0.003,0.064,0.949,-0.03,0.099,-0.305,0.76,0.001,0.009,0.139,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"10/19/2015"," 3:22 PM","b1_female_aeh_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/TUG/b1_female_aeh_tug_reasoning_tug_waispicturecompletion.out","ilse","b1","female","aeh","tug","waispicturecompletion",226,3,NA,29,-2310.437,4678.873,4778.069,4686.161,4687.75055102041,TRUE,TRUE,NA,0,0.247,0.734,0.337,0.736,0.001,0.008,0.108,0.914,-0.095,0.071,-1.34,0.18,0.01,0.085,0.112,0.911,-0.124,0.296,-0.421,0.674,1.358,0.564,2.406,0.016,0.001,0.009,0.159,0.873,-0.028,0.062,-0.454,0.65,1.766,0.249,7.107,0,7.718,1.649,4.68,0,0.017,0.016,1.004,0.315,-0.061,0.114,-0.534,0.594,6.449,0.634,10.165,0,4.927,1.477,3.336,0.001,0.237,0.183,1.292,0.196,8.464,2.082,4.066,0,0.385,0.239,1.608,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158,0.208,-0.758,0.448,0.007,0.025,0.293,0.769,-0.241,0.295,-0.817,0.414,0.061,0.032,1.893,0.058,-0.557,0.367,-1.518,0.129,0.056,0.053,1.062,0.288,2.214,0.597,3.706,0,0.021,0.07,0.298,0.765,0.002,0.026,0.07,0.944,0,0.003,0.095,0.925,-0.019,0.046,-0.404,0.686,0.009,0.005,1.649,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11",0.1,"10/19/2015"," 3:22 PM","b1_female_aeh_tug_speed_tug_waisdigitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","./studies/ilse/physical-cognitive/TUG/b1_female_aeh_tug_speed_tug_waisdigitsymbolsubstitutiontest.out","ilse","b1","female","aeh","tug","waisdigitsymbolsubstitutiontest",226,3,NA,29,-2711.673,5481.347,5580.542,5488.634,5490.22455102041,TRUE,TRUE,NA,0,-1.599,1.837,-0.87,0.384,-0.001,0.018,-0.072,0.943,-0.14,0.127,-1.107,0.268,0.135,0.224,0.602,0.547,0.082,0.547,0.15,0.881,1.314,0.557,2.357,0.018,0.002,0.009,0.183,0.855,-0.028,0.064,-0.435,0.664,1.782,0.249,7.147,0,95.117,11.074,8.589,0,0.06,0.044,1.36,0.174,-0.48,0.622,-0.771,0.441,14.206,1.098,12.936,0,4.961,1.405,3.53,0,0.217,0.176,1.227,0.22,37.097,6.436,5.764,0,-0.019,0.369,-0.051,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.151,0.196,-0.769,0.442,0.004,0.024,0.172,0.864,-0.727,0.93,-0.782,0.434,0.054,0.052,1.057,0.291,-0.564,0.36,-1.569,0.117,0.055,0.053,1.048,0.295,8.675,1.547,5.607,0,-0.095,0.094,-1.006,0.315,0.002,0.025,0.079,0.937,0,0.003,0.105,0.917,0.072,0.138,0.521,0.602,0.004,0.006,0.554,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
